,puntuacion usuarios,marca
5770,8.7,SONY
5272,8.7,SONY
12366,8.7,SONY
4938,8.7,SONY
14164,8.7,SONY
9636,8.7,SONY
16513,8.7,SONY
1847,8.7,SONY
13518,8.7,SONY
16032,8.7,SONY
13891,8.7,SONY
15513,8.7,SONY
15580,8.7,SONY
11717,8.7,SONY
11723,8.7,SONY
7259,8.7,SONY
12342,8.7,SONY
11751,8.7,SONY
15549,8.7,SONY
5784,8.7,SONY
6645,8.7,SONY
16052,8.7,SONY
3936,8.7,SONY
11412,8.7,SONY
9628,8.7,SONY
13856,8.7,SONY
6842,8.7,SONY
14295,8.7,SONY
12367,8.7,SONY
14531,8.7,SONY
13852,8.7,SONY
14965,8.7,SONY
13914,8.7,SONY
14927,8.7,SONY
13587,8.7,SONY
14245,8.7,SONY
11500,8.7,SONY
13840,8.7,SONY
14376,8.7,SONY
8974,8.7,SONY
16599,8.7,SONY
15502,8.7,SONY
8961,8.7,SONY
15507,8.7,SONY
15510,8.7,SONY
11415,8.7,SONY
8921,8.7,SONY
11462,8.7,SONY
13602,8.7,SONY
14309,8.7,SONY
16237,8.7,SONY
16226,8.7,SONY
3583,8.7,SONY
4416,8.7,SONY
14526,8.7,SONY
14425,8.7,SONY
10670,8.7,SONY
10679,8.7,SONY
8558,8.7,SONY
10313,8.7,SONY
8569,8.7,SONY
14773,8.7,SONY
4406,8.7,SONY
16325,8.7,SONY
15110,8.7,SONY
5857,8.7,SONY
15219,8.7,SONY
12442,8.7,SONY
16299,8.7,SONY
7170,8.7,SONY
10751,8.7,SONY
13145,8.7,SONY
2997,8.7,SONY
16239,8.7,SONY
12504,8.7,SONY
15169,8.7,SONY
5326,8.7,SONY
10488,8.7,SONY
2973,8.7,SONY
5322,8.7,SONY
2969,8.7,SONY
15180,8.7,SONY
15829,8.7,SONY
16265,8.7,SONY
15143,8.7,SONY
15182,8.7,SONY
14217,8.7,SONY
703,8.7,SONY
7180,8.7,SONY
16075,8.7,SONY
5293,8.7,SONY
14738,8.7,SONY
7189,8.7,SONY
14745,8.7,SONY
8435,8.7,SONY
13462,8.7,SONY
15033,8.7,SONY
12312,8.7,SONY
16428,8.7,SONY
823,8.7,SONY
6211,8.7,SONY
16072,8.7,SONY
15253,8.7,SONY
12255,8.7,SONY
16078,8.7,SONY
10189,8.7,SONY
15058,8.7,SONY
15228,8.7,SONY
2735,8.7,SONY
14400,8.7,SONY
12948,8.7,SONY
5964,8.7,SONY
8729,8.7,SONY
16107,8.7,SONY
16381,8.7,SONY
7267,8.6,SONY
13504,8.6,SONY
11921,8.6,SONY
14613,8.6,SONY
1414,8.6,SONY
11757,8.6,SONY
7280,8.6,SONY
5316,8.6,SONY
15609,8.6,SONY
15664,8.6,SONY
15604,8.6,SONY
14156,8.6,SONY
5453,8.6,SONY
6100,8.6,SONY
11729,8.6,SONY
8553,8.6,SONY
15091,8.6,SONY
4334,8.6,SONY
4349,8.6,SONY
13946,8.6,SONY
15104,8.6,SONY
8585,8.6,SONY
3216,8.6,SONY
15134,8.6,SONY
14136,8.6,SONY
10400,8.6,SONY
8486,8.6,SONY
4488,8.6,SONY
10484,8.6,SONY
8444,8.6,SONY
13724,8.6,SONY
10546,8.6,SONY
14844,8.6,SONY
3479,8.6,SONY
9896,8.6,SONY
15016,8.6,SONY
3906,8.6,SONY
14930,8.6,SONY
14951,8.6,SONY
14956,8.6,SONY
13924,8.6,SONY
9664,8.6,SONY
8820,8.6,SONY
9798,8.6,SONY
9814,8.6,SONY
9820,8.6,SONY
8801,8.6,SONY
9844,8.6,SONY
9846,8.6,SONY
8767,8.6,SONY
9883,8.6,SONY
10559,8.6,SONY
15190,8.6,SONY
15192,8.6,SONY
7907,8.6,SONY
14074,8.6,SONY
2433,8.6,SONY
7856,8.6,SONY
2395,8.6,SONY
11464,8.6,SONY
2178,8.6,SONY
2174,8.6,SONY
11467,8.6,SONY
11479,8.6,SONY
11492,8.6,SONY
11493,8.6,SONY
11511,8.6,SONY
11513,8.6,SONY
14123,8.6,SONY
14134,8.6,SONY
14072,8.6,SONY
7926,8.6,SONY
2859,8.6,SONY
14041,8.6,SONY
15217,8.6,SONY
14533,8.6,SONY
2813,8.6,SONY
10755,8.6,SONY
13974,8.6,SONY
13982,8.6,SONY
8219,8.6,SONY
2686,8.6,SONY
8138,8.6,SONY
8111,8.6,SONY
4738,8.6,SONY
14028,8.6,SONY
11061,8.6,SONY
4817,8.6,SONY
7991,8.6,SONY
2826,8.6,SONY
3923,8.6,SONY
12571,8.6,SONY
12528,8.6,SONY
16556,8.6,SONY
6032,8.6,SONY
5828,8.6,SONY
13192,8.6,SONY
12933,8.6,SONY
16338,8.6,SONY
12943,8.6,SONY
15914,8.6,SONY
12695,8.6,SONY
12980,8.6,SONY
14349,8.6,SONY
5848,8.6,SONY
16067,8.6,SONY
1220,8.6,SONY
13446,8.6,SONY
5851,8.6,SONY
12760,8.6,SONY
12728,8.6,SONY
16186,8.6,SONY
16285,8.6,SONY
16496,8.6,SONY
12753,8.6,SONY
16509,8.6,SONY
16505,8.6,SONY
16360,8.6,SONY
12748,8.6,SONY
6478,8.6,SONY
6054,8.6,SONY
15855,8.6,SONY
12670,8.6,SONY
15868,8.6,SONY
16367,8.6,SONY
16571,8.6,SONY
14346,8.6,SONY
5997,8.6,SONY
16065,8.6,SONY
1910,8.5,SONY
16286,8.5,SONY
5188,8.5,SONY
16301,8.5,SONY
13266,8.5,SONY
7471,8.5,SONY
12584,8.5,SONY
13282,8.5,SONY
14775,8.5,SONY
10333,8.5,SONY
14125,8.5,SONY
8684,8.5,SONY
13284,8.5,SONY
16273,8.5,SONY
13756,8.5,SONY
14784,8.5,SONY
12604,8.5,SONY
15617,8.5,SONY
13771,8.5,SONY
13768,8.5,SONY
10215,8.5,SONY
15911,8.5,SONY
7337,8.5,SONY
13256,8.5,SONY
3283,8.5,SONY
13767,8.5,SONY
15916,8.5,SONY
10287,8.5,SONY
15898,8.5,SONY
10307,8.5,SONY
7327,8.5,SONY
13258,8.5,SONY
10310,8.5,SONY
3236,8.5,SONY
10970,8.5,SONY
14110,8.5,SONY
16068,8.5,SONY
8171,8.5,SONY
7835,8.5,SONY
11313,8.5,SONY
11311,8.5,SONY
11307,8.5,SONY
5804,8.5,SONY
11298,8.5,SONY
1352,8.5,SONY
4951,8.5,SONY
11003,8.5,SONY
11006,8.5,SONY
13647,8.5,SONY
11256,8.5,SONY
14697,8.5,SONY
8099,8.5,SONY
2593,8.5,SONY
11070,8.5,SONY
11077,8.5,SONY
11084,8.5,SONY
14030,8.5,SONY
14734,8.5,SONY
4869,8.5,SONY
14731,8.5,SONY
7832,8.5,SONY
4647,8.5,SONY
14649,8.5,SONY
8199,8.5,SONY
14467,8.5,SONY
3011,8.5,SONY
5900,8.5,SONY
15637,8.5,SONY
16184,8.5,SONY
14108,8.5,SONY
16163,8.5,SONY
14106,8.5,SONY
15454,8.5,SONY
6577,8.5,SONY
15956,8.5,SONY
11460,8.5,SONY
6575,8.5,SONY
2798,8.5,SONY
2793,8.5,SONY
2777,8.5,SONY
15409,8.5,SONY
2757,8.5,SONY
6566,8.5,SONY
15401,8.5,SONY
10810,8.5,SONY
14499,8.5,SONY
10824,8.5,SONY
16212,8.5,SONY
7970,8.5,SONY
11980,8.5,SONY
3519,8.5,SONY
8736,8.5,SONY
14851,8.5,SONY
11955,8.5,SONY
11958,8.5,SONY
11973,8.5,SONY
14878,8.5,SONY
6970,8.5,SONY
11982,8.5,SONY
9459,8.5,SONY
8943,8.5,SONY
6980,8.5,SONY
15678,8.5,SONY
11990,8.5,SONY
3463,8.5,SONY
16531,8.5,SONY
3547,8.5,SONY
6181,8.5,SONY
15697,8.5,SONY
13369,8.5,SONY
9526,8.5,SONY
8863,8.5,SONY
7160,8.5,SONY
8843,8.5,SONY
13392,8.5,SONY
1586,8.5,SONY
16512,8.5,SONY
9406,8.5,SONY
16510,8.5,SONY
14905,8.5,SONY
16584,8.5,SONY
14902,8.5,SONY
3904,8.5,SONY
14920,8.5,SONY
3442,8.5,SONY
13337,8.5,SONY
14899,8.5,SONY
9472,8.4,SONY
16147,8.4,SONY
16140,8.4,SONY
15309,8.4,SONY
2169,8.4,SONY
16628,8.4,SONY
8331,8.4,SONY
9517,8.4,SONY
16624,8.4,SONY
15960,8.4,SONY
6304,8.4,SONY
4925,8.4,SONY
15952,8.4,SONY
13878,8.4,SONY
13007,8.4,SONY
732,8.4,SONY
13889,8.4,SONY
3842,8.4,SONY
9529,8.4,SONY
4528,8.4,SONY
15943,8.4,SONY
4851,8.4,SONY
16633,8.4,SONY
13894,8.4,SONY
15164,8.4,SONY
8437,8.4,SONY
13150,8.4,SONY
4532,8.4,SONY
13708,8.4,SONY
11883,8.4,SONY
15351,8.4,SONY
16181,8.4,SONY
16175,8.4,SONY
16172,8.4,SONY
11531,8.4,SONY
4043,8.4,SONY
13020,8.4,SONY
14018,8.4,SONY
15973,8.4,SONY
3967,8.4,SONY
11374,8.4,SONY
13694,8.4,SONY
13846,8.4,SONY
10843,8.4,SONY
14566,8.4,SONY
10871,8.4,SONY
11370,8.4,SONY
11369,8.4,SONY
4984,8.4,SONY
4952,8.4,SONY
16570,8.4,SONY
11364,8.4,SONY
11361,8.4,SONY
9439,8.4,SONY
10905,8.4,SONY
16561,8.4,SONY
11321,8.4,SONY
10840,8.4,SONY
14089,8.4,SONY
7803,8.4,SONY
8947,8.4,SONY
4040,8.4,SONY
2440,8.4,SONY
1016,8.4,SONY
16102,8.4,SONY
5704,8.4,SONY
16591,8.4,SONY
11274,8.4,SONY
9455,8.4,SONY
10830,8.4,SONY
16000,8.4,SONY
6900,8.4,SONY
11275,8.4,SONY
14090,8.4,SONY
10469,8.4,SONY
11277,8.4,SONY
11387,8.4,SONY
15640,8.4,SONY
8373,8.4,SONY
3247,8.4,SONY
11972,8.4,SONY
15647,8.4,SONY
15095,8.4,SONY
12552,8.4,SONY
1899,8.4,SONY
12535,8.4,SONY
16365,8.4,SONY
15597,8.4,SONY
15899,8.4,SONY
16350,8.4,SONY
15119,8.4,SONY
16435,8.4,SONY
4178,8.4,SONY
10217,8.4,SONY
10218,8.4,SONY
15672,8.4,SONY
14420,8.4,SONY
16336,8.4,SONY
10255,8.4,SONY
13350,8.4,SONY
4293,8.4,SONY
12616,8.4,SONY
12610,8.4,SONY
11887,8.4,SONY
7233,8.4,SONY
3422,8.4,SONY
4252,8.4,SONY
11862,8.4,SONY
3406,8.4,SONY
16408,8.4,SONY
15073,8.4,SONY
15074,8.4,SONY
11846,8.4,SONY
15871,8.4,SONY
15859,8.4,SONY
12563,8.4,SONY
1833,8.4,SONY
12562,8.4,SONY
12561,8.4,SONY
14842,8.4,SONY
15117,8.4,SONY
8573,8.4,SONY
15156,8.4,SONY
5175,8.4,SONY
10462,8.4,SONY
8802,8.4,SONY
10355,8.4,SONY
5183,8.4,SONY
10365,8.4,SONY
15852,8.4,SONY
16275,8.4,SONY
8782,8.4,SONY
5559,8.4,SONY
14465,8.4,SONY
15141,8.4,SONY
7123,8.4,SONY
10461,8.4,SONY
2077,8.4,SONY
13957,8.3,SONY
13448,8.3,SONY
14929,8.3,SONY
8674,8.3,SONY
8639,8.3,SONY
6228,8.3,SONY
16194,8.3,SONY
16501,8.3,SONY
16498,8.3,SONY
9593,8.3,SONY
16376,8.3,SONY
9288,8.3,SONY
8139,8.3,SONY
10128,8.3,SONY
3957,8.3,SONY
6347,8.3,SONY
13066,8.3,SONY
12902,8.3,SONY
16235,8.3,SONY
15279,8.3,SONY
16255,8.3,SONY
4829,8.3,SONY
13420,8.3,SONY
13418,8.3,SONY
15325,8.3,SONY
10018,8.3,SONY
10021,8.3,SONY
14031,8.3,SONY
15318,8.3,SONY
2549,8.3,SONY
2551,8.3,SONY
16631,8.3,SONY
4779,8.3,SONY
6243,8.3,SONY
8728,8.3,SONY
8060,8.3,SONY
10045,8.3,SONY
10046,8.3,SONY
10928,8.3,SONY
8842,8.3,SONY
10935,8.3,SONY
9374,8.3,SONY
13917,8.3,SONY
232,8.3,SONY
9441,8.3,SONY
10819,8.3,SONY
9452,8.3,SONY
15018,8.3,SONY
16462,8.3,SONY
4377,8.3,SONY
13993,8.3,SONY
12951,8.3,SONY
10801,8.3,SONY
4378,8.3,SONY
9512,8.3,SONY
9508,8.3,SONY
9460,8.3,SONY
14716,8.3,SONY
10772,8.3,SONY
9504,8.3,SONY
3195,8.3,SONY
9469,8.3,SONY
10767,8.3,SONY
13443,8.3,SONY
474,8.3,SONY
10828,8.3,SONY
10401,8.3,SONY
10431,8.3,SONY
14765,8.3,SONY
14986,8.3,SONY
4173,8.3,SONY
10148,8.3,SONY
9411,8.3,SONY
10906,8.3,SONY
6235,8.3,SONY
16550,8.3,SONY
9569,8.3,SONY
4318,8.3,SONY
5830,8.3,SONY
13022,8.3,SONY
15037,8.3,SONY
14783,8.3,SONY
9559,8.3,SONY
13255,8.3,SONY
10417,8.3,SONY
8787,8.3,SONY
9960,8.3,SONY
16431,8.3,SONY
16082,8.3,SONY
6311,8.3,SONY
4491,8.3,SONY
5503,8.3,SONY
11378,8.3,SONY
14670,8.3,SONY
11333,8.3,SONY
1676,8.3,SONY
7377,8.3,SONY
11326,8.3,SONY
11325,8.3,SONY
6515,8.3,SONY
7374,8.3,SONY
14100,8.3,SONY
11944,8.3,SONY
5150,8.3,SONY
15585,8.3,SONY
7500,8.3,SONY
7167,8.3,SONY
13503,8.3,SONY
7848,8.3,SONY
11774,8.3,SONY
11777,8.3,SONY
5336,8.3,SONY
13496,8.3,SONY
15485,8.3,SONY
11347,8.3,SONY
15552,8.3,SONY
15926,8.3,SONY
14099,8.3,SONY
13601,8.3,SONY
15948,8.3,SONY
2309,8.3,SONY
13595,8.3,SONY
11376,8.3,SONY
14684,8.3,SONY
13615,8.3,SONY
2330,8.3,SONY
15547,8.3,SONY
7185,8.3,SONY
7964,8.3,SONY
13622,8.3,SONY
11731,8.3,SONY
15853,8.3,SONY
11349,8.3,SONY
1895,8.3,SONY
12731,8.3,SONY
12653,8.3,SONY
2208,8.3,SONY
13468,8.3,SONY
15545,8.3,SONY
14070,8.3,SONY
14674,8.3,SONY
7932,8.3,SONY
11676,8.3,SONY
7948,8.3,SONY
1573,8.3,SONY
5198,8.3,SONY
11674,8.3,SONY
7950,8.3,SONY
15498,8.3,SONY
15544,8.3,SONY
920,8.3,SONY
15470,8.3,SONY
5495,8.3,SONY
11796,8.3,SONY
11994,8.3,SONY
1747,8.3,SONY
12752,8.3,SONY
11925,8.3,SONY
11924,8.3,SONY
12740,8.3,SONY
12704,8.3,SONY
11801,8.3,SONY
11657,8.3,SONY
7862,8.3,SONY
6625,8.3,SONY
7090,8.3,SONY
11817,8.3,SONY
11825,8.3,SONY
12754,8.3,SONY
12761,8.3,SONY
7300,8.3,SONY
5772,8.3,SONY
9861,8.2,SONY
13551,8.2,SONY
7496,8.2,SONY
14997,8.2,SONY
6730,8.2,SONY
4162,8.2,SONY
15531,8.2,SONY
15535,8.2,SONY
11574,8.2,SONY
8833,8.2,SONY
10526,8.2,SONY
4113,8.2,SONY
8824,8.2,SONY
7105,8.2,SONY
7621,8.2,SONY
7107,8.2,SONY
8811,8.2,SONY
13188,8.2,SONY
8448,8.2,SONY
9831,8.2,SONY
15505,8.2,SONY
8454,8.2,SONY
3625,8.2,SONY
8810,8.2,SONY
8809,8.2,SONY
15519,8.2,SONY
8493,8.2,SONY
15534,8.2,SONY
14389,8.2,SONY
14998,8.2,SONY
16516,8.2,SONY
15540,8.2,SONY
16303,8.2,SONY
10140,8.2,SONY
3321,8.2,SONY
11909,8.2,SONY
14179,8.2,SONY
15881,8.2,SONY
13489,8.2,SONY
14800,8.2,SONY
11842,8.2,SONY
10092,8.2,SONY
10006,8.2,SONY
7284,8.2,SONY
3431,8.2,SONY
8678,8.2,SONY
11879,8.2,SONY
11847,8.2,SONY
11878,8.2,SONY
11863,8.2,SONY
11848,8.2,SONY
11852,8.2,SONY
15863,8.2,SONY
10032,8.2,SONY
8608,8.2,SONY
10147,8.2,SONY
7334,8.2,SONY
6639,8.2,SONY
5584,8.2,SONY
14779,8.2,SONY
16308,8.2,SONY
11686,8.2,SONY
16317,8.2,SONY
9890,8.2,SONY
13547,8.2,SONY
13545,8.2,SONY
12699,8.2,SONY
12686,8.2,SONY
5250,8.2,SONY
11984,8.2,SONY
14337,8.2,SONY
14780,8.2,SONY
9915,8.2,SONY
4191,8.2,SONY
14611,8.2,SONY
6650,8.2,SONY
14181,8.2,SONY
6708,8.2,SONY
8835,8.2,SONY
11854,8.2,SONY
12899,8.2,SONY
15445,8.2,SONY
12339,8.2,SONY
3941,8.2,SONY
15419,8.2,SONY
4700,8.2,SONY
7696,8.2,SONY
15428,8.2,SONY
955,8.2,SONY
15802,8.2,SONY
727,8.2,SONY
5703,8.2,SONY
2616,8.2,SONY
4576,8.2,SONY
13014,8.2,SONY
1283,8.2,SONY
3880,8.2,SONY
12319,8.2,SONY
11049,8.2,SONY
6804,8.2,SONY
13452,8.2,SONY
13594,8.2,SONY
14233,8.2,SONY
12324,8.2,SONY
14751,8.2,SONY
12317,8.2,SONY
14231,8.2,SONY
2363,8.2,SONY
10966,8.2,SONY
16551,8.2,SONY
16073,8.2,SONY
7812,8.2,SONY
9364,8.2,SONY
12275,8.2,SONY
8226,8.2,SONY
9370,8.2,SONY
6786,8.2,SONY
10984,8.2,SONY
964,8.2,SONY
15399,8.2,SONY
14307,8.2,SONY
11569,8.2,SONY
14931,8.2,SONY
15384,8.2,SONY
8912,8.2,SONY
13449,8.2,SONY
9589,8.2,SONY
14720,8.2,SONY
14732,8.2,SONY
4887,8.2,SONY
3887,8.2,SONY
5362,8.2,SONY
1374,8.2,SONY
10565,8.2,SONY
6817,8.2,SONY
5365,8.2,SONY
11564,8.2,SONY
15860,8.2,SONY
11568,8.2,SONY
6269,8.2,SONY
4538,8.2,SONY
14706,8.2,SONY
13138,8.2,SONY
16520,8.2,SONY
16056,8.2,SONY
6299,8.2,SONY
12361,8.2,SONY
6809,8.2,SONY
4566,8.2,SONY
16594,8.2,SONY
12357,8.2,SONY
12350,8.2,SONY
14249,8.2,SONY
12362,8.2,SONY
15725,8.2,SONY
10555,8.2,SONY
2134,8.2,SONY
14384,8.2,SONY
5390,8.2,SONY
7046,8.2,SONY
14361,8.1,SONY
6706,8.1,SONY
11941,8.1,SONY
14390,8.1,SONY
13902,8.1,SONY
14542,8.1,SONY
14403,8.1,SONY
3945,8.1,SONY
15805,8.1,SONY
13933,8.1,SONY
5515,8.1,SONY
14553,8.1,SONY
4219,8.1,SONY
15771,8.1,SONY
14839,8.1,SONY
8839,8.1,SONY
12287,8.1,SONY
13919,8.1,SONY
12494,8.1,SONY
14585,8.1,SONY
16487,8.1,SONY
8899,8.1,SONY
1257,8.1,SONY
8890,8.1,SONY
9779,8.1,SONY
8806,8.1,SONY
8886,8.1,SONY
8884,8.1,SONY
8882,8.1,SONY
8870,8.1,SONY
12465,8.1,SONY
5367,8.1,SONY
9757,8.1,SONY
9615,8.1,SONY
9754,8.1,SONY
9625,8.1,SONY
4121,8.1,SONY
9743,8.1,SONY
9705,8.1,SONY
8834,8.1,SONY
15815,8.1,SONY
5541,8.1,SONY
6989,8.1,SONY
11946,8.1,SONY
1628,8.1,SONY
11960,8.1,SONY
8977,8.1,SONY
12307,8.1,SONY
9906,8.1,SONY
12305,8.1,SONY
4174,8.1,SONY
12297,8.1,SONY
16450,8.1,SONY
16534,8.1,SONY
15753,8.1,SONY
13834,8.1,SONY
12461,8.1,SONY
14350,8.1,SONY
3780,8.1,SONY
14220,8.1,SONY
4025,8.1,SONY
12458,8.1,SONY
5428,8.1,SONY
5425,8.1,SONY
12459,8.1,SONY
15832,8.1,SONY
1497,8.1,SONY
6451,8.1,SONY
15550,8.1,SONY
10035,8.1,SONY
7616,8.1,SONY
15946,8.1,SONY
11558,8.1,SONY
11541,8.1,SONY
4557,8.1,SONY
8364,8.1,SONY
4562,8.1,SONY
13027,8.1,SONY
10701,8.1,SONY
7636,8.1,SONY
1068,8.1,SONY
2842,8.1,SONY
7645,8.1,SONY
5657,8.1,SONY
8341,8.1,SONY
6593,8.1,SONY
4555,8.1,SONY
16189,8.1,SONY
8370,8.1,SONY
13148,8.1,SONY
13162,8.1,SONY
15501,8.1,SONY
10517,8.1,SONY
8410,8.1,SONY
13149,8.1,SONY
15497,8.1,SONY
16215,8.1,SONY
10615,8.1,SONY
10564,8.1,SONY
14333,8.1,SONY
11561,8.1,SONY
3404,8.1,SONY
10602,8.1,SONY
10613,8.1,SONY
10744,8.1,SONY
8326,8.1,SONY
5691,8.1,SONY
15299,8.1,SONY
13648,8.1,SONY
6419,8.1,SONY
15358,8.1,SONY
4768,8.1,SONY
881,8.1,SONY
6512,8.1,SONY
15300,8.1,SONY
4730,8.1,SONY
15301,8.1,SONY
6511,8.1,SONY
15341,8.1,SONY
4788,8.1,SONY
6429,8.1,SONY
892,8.1,SONY
14489,8.1,SONY
15275,8.1,SONY
8317,8.1,SONY
12940,8.1,SONY
7716,8.1,SONY
4598,8.1,SONY
12976,8.1,SONY
8265,8.1,SONY
6541,8.1,SONY
2289,8.1,SONY
13691,8.1,SONY
15274,8.1,SONY
7827,8.1,SONY
12924,8.1,SONY
6399,8.1,SONY
2658,8.1,SONY
2645,8.1,SONY
14323,8.1,SONY
14278,8.1,SONY
13717,8.1,SONY
11735,8.1,SONY
16353,8.1,SONY
14442,8.1,SONY
14274,8.1,SONY
7463,8.1,SONY
3201,8.1,SONY
16328,8.1,SONY
16332,8.1,SONY
15558,8.1,SONY
3224,8.1,SONY
15560,8.1,SONY
15572,8.1,SONY
7358,8.1,SONY
5606,8.1,SONY
15140,8.1,SONY
6699,8.1,SONY
11797,8.1,SONY
15088,8.1,SONY
3324,8.1,SONY
11828,8.1,SONY
10104,8.1,SONY
15076,8.1,SONY
10070,8.1,SONY
10068,8.1,SONY
10047,8.1,SONY
14814,8.1,SONY
15138,8.1,SONY
11632,8.1,SONY
15521,8.1,SONY
2100,8.1,SONY
11625,8.1,SONY
7581,8.1,SONY
11651,8.1,SONY
1100,8.1,SONY
7595,8.1,SONY
14762,8.0,SONY
7859,8.0,SONY
5887,8.0,SONY
8605,8.0,SONY
8597,8.0,SONY
5767,8.0,SONY
7844,8.0,SONY
8470,8.0,SONY
14326,8.0,SONY
7151,8.0,SONY
6776,8.0,SONY
5260,8.0,SONY
5883,8.0,SONY
14483,8.0,SONY
4203,8.0,SONY
5766,8.0,SONY
8543,8.0,SONY
6242,8.0,SONY
7829,8.0,SONY
8423,8.0,SONY
14723,8.0,SONY
8041,8.0,SONY
8695,8.0,SONY
7585,8.0,SONY
6816,8.0,SONY
4916,8.0,SONY
7903,8.0,SONY
14822,8.0,SONY
7281,8.0,SONY
7902,8.0,SONY
14234,8.0,SONY
4269,8.0,SONY
8830,8.0,SONY
7213,8.0,SONY
4971,8.0,SONY
5877,8.0,SONY
6646,8.0,SONY
14190,8.0,SONY
7096,8.0,SONY
