,nombre,plataforma,fecha lanzamiento,puntuacion,puntuacion usuarios,desarrollador,genero,numero jugadores,numero criticas,numero usuarios
2502,Titanfall,Xbox360,2014-04-08,83,6.0,BluepointGames,"Shooter,Sci-Fi,Miscellaneous,General,Action,Shooter,First-Person,Sci-Fi,Arcade",Up to 12 ,21,391
6241,The Shapeshifting Detective,XboxOne,2018-11-06,77,6.0,D'AvekkiStudiosLimited,"Adventure,General",No Online Multiplayer,10,4
13553,Through the Woods,PC,2016-10-27,63,6.0,Antagonist,"General,Action Adventure,Survival",No Online Multiplayer,10,29
13644,Cossacks 3,PC,2016-09-20,63,6.0,GSCGameWorld,"General,Strategy,Real-Time,Command",Online Multiplayer,19,163
17453,Coraline,Wii,2009-01-27,42,6.0,"PapayaStudios,PapayaStudio","Adventure,General,General",No info,7,9
16598,The Lord of the Rings: The Fellowship of the Ring,GameBoyAdvance,2002-09-25,51,6.0,PocketStudios,"Role-Playing,Console-style RPG",1 Player,18,12
17083,Sonic Boom: Shattered Crystal,3DS,2014-11-11,47,6.0,SanzaruGames,"Action,General,Platformer,2D",No Online Multiplayer,21,171
10028,The Sims 2,DS,2005-10-24,70,6.0,GriptoniteGames,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",No Online Multiplayer,13,29
4978,WRC 8 FIA World Rally Championship,PlayStation4,2019-09-10,79,6.0,Kylotonn,"Racing,Arcade,Automobile",Up to 8 ,24,44
15043,Battle of the Bands,Wii,2008-04-21,58,6.0,PlanetMoonStudios,"Action,Miscellaneous,Rhythm,Music,Music",1-2 ,40,14
8204,Tesla vs Lovecraft,PC,2018-01-26,73,6.0,10tons,"Action,Shooter,Shoot-'Em-Up,Top-Down",No Online Multiplayer,12,4
15507,Guitar Hero: Van Halen,Xbox360,2009-12-22,57,6.0,"NeversoftEntertainment,UndergroundDevelopment","Action,Miscellaneous,Rhythm,Music,Music",No info,34,21
7799,ChromaGun,PlayStation4,2017-08-22,74,6.0,PixelManiacs,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,10,6
15930,The Italian Job,PlayStation2,2003-06-25,55,6.0,ClimaxGroup,"Driving,Mission-based",1-2 ,18,7
10998,Danger Zone 2,XboxOne,2018-07-10,69,6.0,ThreeFieldsEntertainment,"Racing,Arcade,Automobile",No Online Multiplayer,8,5
17132,The Incredible Hulk,Wii,2008-06-05,46,6.0,EdgeofReality,"Action,General,General",1 Player,21,5
5599,Atomicrops,PC,2020-05-28,78,6.0,"DanielWynne,BirdBathGames","Action,Shooter,Shoot-'Em-Up,Top-Down",No Online Multiplayer,7,4
7185,GRID Autosport,Xbox360,2014-06-24,75,6.0,Codemasters,"Driving,Racing,Simulation,GT / Street,Automobile",Up to 12 ,15,61
15855,Cabela's Dangerous Hunts 2011,Xbox360,2010-10-19,55,6.0,Activision,"Sports,Individual,Nature,Hunting,Hunting",No info,7,4
8806,RAGE 2,XboxOne,2019-05-14,72,6.0,"idSoftware,AvalancheStudios","Action,Shooter,First-Person,Arcade",No Online Multiplayer,21,194
9482,DmC: Devil May Cry - Vergil's Downfall,PlayStation3,2013-03-05,71,6.0,NinjaTheory,"Action Adventure,Fantasy,General,Fantasy,Linear",No info,8,55
9148,Halo 2,PC,2007-05-31,72,6.0,MicrosoftGameStudios,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",1 Player,32,260
14167,Rayman: Hoodlum's Revenge,GameBoyAdvance,2005-03-15,61,6.0,BackboneEntertainment,"Action,Platformer,2D",1 Player,12,11
17488,Things on Wheels,Xbox360,2010-05-12,41,6.0,LoadInc.,"Driving,Racing,Arcade,Arcade,Automobile",1-4 ,11,7
9845,Chambara,PlayStation4,2016-07-26,71,6.0,teamok,"Action,General",No info,10,6
13157,Jet Car Stunts,PlayStationVita,2014-10-07,64,6.0,TrueAxis,"Action,Racing,General,Arcade,Automobile",No info,10,8
5434,The Textorcist: The Story of Ray Bibbia,PC,2019-02-14,78,6.0,Morbidware,"Action Adventure,General",No Online Multiplayer,12,7
6156,Law & Order: Justice Is Served,PC,2004-10-05,77,6.0,LegacyInteractive,"Adventure,3D,First-Person,Modern",1 Player,30,5
11933,State of Mind,PlayStation4,2018-08-15,67,6.0,DaedalicEntertainment,"Action Adventure,Adventure,General,3D,Third-Person",No Online Multiplayer,27,22
12049,Turok,PlayStation3,2008-02-05,67,6.0,PropagandaGames,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",Up to 16 ,38,46
13383,NBA Live 07,PlayStation2,2006-09-25,63,6.0,EASports,"Sports,Traditional,Basketball,Sim",2  Online,12,39
15965,The Legend of Spyro: The Eternal Night,PlayStation2,2007-10-02,54,6.0,KromeStudios,"Action,Platformer,3D",1 Player,18,56
3259,Madden NFL 15,PlayStation4,2014-08-26,81,6.0,EASports,"Sports,Traditional,Team,Football,Sim",2 ,37,219
10511,Monster Energy Supercross - The Official Videogame 3,PlayStation4,2020-02-04,70,6.0,MilestoneS.r.l,"Racing,Arcade,Automobile",Up to 12 ,19,28
14522,Bakugan Battle Brawlers,Xbox360,2009-10-20,60,6.0,NowProduction,"Action,General,General",No Online Multiplayer,16,12
17016,Catwoman,GameCube,2004-07-20,47,6.0,ArgonautGames,"Action Adventure,Modern",1 Player,24,8
9193,Just Dance 2019,Switch,2018-10-23,72,6.0,UbisoftParis,"Action,Rhythm,Dancing",No Online Multiplayer,13,25
7227,We Love Golf!,Wii,2008-07-15,75,6.0,CamelotSoftwarePlanning,"Sports,Traditional,Individual,Golf,Arcade,Arcade",4  Online,28,12
10044,FIFA Soccer 12,Wii,2011-09-26,70,6.0,ElectronicArts,"Sports,Traditional,Team,Soccer,Sim,Sim",No info,9,20
12998,Californium,PC,2016-02-17,64,6.0,NovaProduction,"Adventure,3D,First-Person",No Online Multiplayer,11,8
14624,Pyramids,3DS,2011-10-27,60,6.0,VisualImpact,"Miscellaneous,Puzzle,General,Puzzle,General",1 Player,8,6
6438,Minoria,PlayStation4,2020-09-10,76,6.0,Bombservice,"Adventure,General",No Online Multiplayer,7,4
17170,Tom Clancy's Ghost Recon,Wii,2010-11-16,46,6.0,NextLevelGames,"Action,Shooter,Shooter,First-Person,Third-Person,Tactical,Modern,Modern",No info,21,9
15843,SportsBarVR,PlayStation4,2016-10-18,55,6.0,"CherryPopGames,PerilousOrbit","Sports,General",Up to 12 ,14,20
8621,The Flame in the Flood,PC,2016-02-24,73,6.0,TheMolassesFlood,"Modern,Action Adventure,General,Survival",No Online Multiplayer,43,74
17403,Ben 10: Omniverse,WiiU,2012-11-18,43,6.0,ViciousCycle,"Role-Playing,Massively Multiplayer Online,Fantasy,Action,General,General",Massively Multiplayer,8,20
11620,Knights of Pen & Paper 2,PC,2015-10-20,67,6.0,KyyGames,"Role-Playing,General",No Online Multiplayer,9,16
11886,Bus Simulator 18,PC,2018-06-13,67,6.0,stillalivestudios,"Simulation,Vehicle,Civilian",Up to 4 ,9,25
16084,Boogie Bunnies,Xbox360,2008-01-16,54,6.0,ArtechStudios,"Miscellaneous,Puzzle,Puzzle,General,Matching,General",2  Online,19,10
9111,"Borderlands 3: Guns, Love, and Tentacles",PC,2020-03-26,72,6.0,GearboxSoftware,"Action,Shooter,First-Person,Arcade",No info,8,29
7998,Disgaea PC,PC,2016-02-04,74,6.0,NipponIchiSoftware,"Strategy,Turn-Based,Tactics",No Online Multiplayer,7,50
14527,Dead to Rights: Retribution,PlayStation3,2010-04-27,60,6.0,VolatileGames,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",No Online Multiplayer,44,30
11555,The Wizard of Oz: Beyond the Yellow Brick Road,DS,2009-09-29,68,6.0,MediaVision,"Role-Playing,General,General,Japanese-Style",No info,18,4
16264,Natural Doctrine,PlayStation4,2014-09-30,53,6.0,Kadokawa,"Strategy,Turn-Based,General,Fantasy,Tactics",2 ,31,86
17007,The Guy Game,Xbox,2004-08-30,47,6.0,TopHeavyStudios,"Miscellaneous,Trivia / Game Show",1-4 ,20,8
8327,The Swindle,PlayStation4,2015-07-28,73,6.0,SizeFiveGames,"Action,Platformer,3D",No info,14,29
14462,Ratatouille,GameCube,2007-06-26,60,6.0,AsoboStudio,"Action,Platformer,3D",1-4 ,7,11
12548,Hearts of Iron III: Semper Fi,PC,2010-06-07,65,6.0,ParadoxDevelopmentStudio,"Strategy,Real-Time,Historic,General",No info,7,23
16150,Transformers: The Game,PlayStation3,2007-06-26,54,6.0,Traveller'sTales,"Action Adventure,Sci-Fi,Sci-Fi,General",No Online Multiplayer,30,19
14773,WWE SmackDown vs. Raw 2008,Wii,2007-11-13,59,6.0,Yuke's,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling",No Online Multiplayer,13,21
8609,Massive Chalice,PC,2015-06-01,73,6.0,DoubleFineProductions,"Strategy,Turn-Based,Fantasy,General,Fantasy,Tactics",No Online Multiplayer,28,82
12771,Darkspore,PC,2011-04-25,65,6.0,Maxis,"Role-Playing,Action RPG,Action RPG",4  Online,52,135
9738,Naruto Powerful Shippuden,3DS,2013-03-05,71,6.0,IntiCreates,"Action,Platformer,Platformer,2D,2D",No info,13,21
3239,KORG DS-10 PLUS,DS,2010-02-16,81,6.0,AQInteractive,"Miscellaneous,Music Maker,Music Maker,Application",No info,7,8
9995,Tom Clancy's Ghost Recon: Jungle Storm,PlayStation2,2004-03-16,70,6.0,RedStormEntertainment,"Action,Shooter,First-Person,Tactical,Modern",1-8 ,31,25
7503,A Total War Saga: TROY,PC,2020-08-13,74,6.0,CreativeAssembly,"Strategy,Real-Time,General",Online Multiplayer,49,195
11664,Brut@l,PlayStation4,2016-08-09,67,6.0,StormcloudGamesLimited,"Action Adventure,General",No info,26,14
17275,State of Emergency 2,PlayStation2,2006-02-14,44,6.0,DCStudios,"Action,Shooter,Third-Person,Modern",1-4 ,36,19
5066,Madden NFL 12,Xbox360,2011-08-30,78,6.0,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",6  Online,55,100
11720,Sniper Ghost Warrior Contracts,XboxOne,2019-11-22,67,6.0,CIGames,"Action,Shooter,First-Person,Tactical",No Online Multiplayer,9,34
8093,Fallout 4: Automatron,XboxOne,2016-03-22,74,6.0,BethesdaGameStudios,"Role-Playing,Western-Style",No info,11,60
14104,The Park,XboxOne,2016-05-03,61,6.0,Funcom,"Action Adventure,Survival",No info,11,11
13352,Necrovision,PC,2009-05-18,63,6.0,TheFarm51,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",No info,19,97
13651,Mass Effect 2: Arrival,PC,2011-03-29,63,6.0,BioWare,"Role-Playing,Action RPG,Action RPG",No info,11,143
16624,Spirits & Spells,GameCube,2003-09-24,50,6.0,DreamCatcherInteractive,"Action Adventure,Fantasy",1 Player,10,7
3255,NHL 14,Xbox360,2013-09-10,81,6.0,ElectronicArts,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",Up to 12 ,30,96
7905,IL-2 Sturmovik: Battle of Stalingrad,PC,2014-08-14,74,6.0,1CGameStudios,"WWI,Simulation,Flight,WWII,Combat",No info,7,276
6166,The Sims Medieval,PC,2011-03-22,77,6.0,TheSimsStudio,"Simulation,Miscellaneous,General,Virtual,Virtual Life",No Online Multiplayer,56,188
4945,Pro Evolution Soccer 2011,Xbox360,2010-10-19,79,6.0,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",Up to 8 ,43,36
17128,The Mummy,PC,2000-11-17,46,6.0,Rebellion,"Action,Action Adventure,General,General",No Online Multiplayer,9,9
16816,Blue Estate,PlayStation4,2014-06-24,49,6.0,HeSaw,"Action,Shooter,Light Gun,Rail",No info,19,85
13377,NBA 08,PlayStation3,2007-10-12,63,6.0,SCEASanDiegoStudios,"Sports,Traditional,Team,Basketball,Sim,Sim",2  Online,37,4
7540,Romancing SaGa 3,PlayStation4,2019-11-11,74,6.0,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,12,21
7278,Full Metal Furies,XboxOne,2018-01-17,75,6.0,CellarDoorGames,"Action,2D,Beat-'Em-Up",Up to 4 ,7,8
8334,MotoGP 13,PlayStation3,2014-06-17,73,6.0,MilestoneS.r.l,"Driving,Racing,Simulation,Motorcycle,Automobile,Motocross,Street",Up to 12 ,10,9
17252,Earthworm Jim 2,GameBoyAdvance,2002-05-31,45,6.0,SuperEmpire,"Action,Platformer,2D",1-2 ,10,8
1071,Kentucky Route Zero: TV Edition,XboxOne,2020-01-28,87,6.0,CardboardComputer,"Adventure,General",No Online Multiplayer,8,20
15167,Cars Race-O-Rama,Wii,2009-10-12,58,6.0,IncineratorGames,"Driving,Racing,Arcade,Arcade,Automobile",No Online Multiplayer,7,8
10869,Foul Play,Xbox360,2013-09-18,69,6.0,Mediatonic,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",No info,23,16
15022,Master Reboot,PC,2013-10-29,59,6.0,WalesInteractiveLtd.,"Miscellaneous,Puzzle,General,Puzzle,General",No Online Multiplayer,13,41
4724,Tom Clancy's The Division,PC,2016-03-08,79,6.0,MassiveEntertainment,"Shooter,Modern,Modern,Action,Shooter,Third-Person,Tactical,Arcade",No info,33,1460
14273,Vietcong 2,PC,2005-10-24,61,6.0,Pterodon,"Action,Shooter,Shooter,First-Person,Historic,Arcade",64  Online,29,42
1666,Zenzizenzic,PC,2015-07-23,85,6.1,RuudKoorevaar,"Action,General",No info,13,19
14151,Future Tactics: The Uprising,PlayStation2,2004-05-10,61,6.1,ZedTwoLimited,"Strategy,Turn-Based,Sci-Fi",1-2 ,25,7
13388,Penny-Punching Princess,Switch,2018-04-03,63,6.1,NipponIchiSoftware,"Role-Playing,Action RPG",No Online Multiplayer,22,14
16276,Fairytale Fights,PlayStation3,2009-10-27,53,6.1,"Playlogic,TheGameFactory","Action,General,General",Up to 4 ,34,23
14174,Shadow Ops: Red Mercury,Xbox,2004-06-15,61,6.1,Zombie,"Action,Shooter,First-Person,Modern",1-8 ,45,14
1015,Assassin's Creed Odyssey,XboxOne,2018-10-02,87,6.1,Ubisoft,"Action Adventure,Open-World",No Online Multiplayer,34,707
14133,WE ARE DOOMED,PlayStation4,2015-04-14,61,6.1,VertexPop,"Action,Shooter,Shoot-'Em-Up,Horizontal",No info,9,21
14483,The Caligula Effect: Overdose,Switch,2019-03-12,60,6.1,Aquria,"Role-Playing,General",No Online Multiplayer,12,15
8245,Nowhere Prophet,PC,2019-07-19,73,6.1,SharkbombStudios,"Strategy,Turn-Based,Card Battle",No Online Multiplayer,8,28
5909,Magic Duels: Origins,PC,2015-07-29,77,6.1,StainlessGames,"Strategy,Miscellaneous,Turn-Based,Board / Card Game,Card Battle",No info,12,62
7585,SuperHyperCube,PlayStation4,2016-10-13,74,6.1,KOKOROMI,"Puzzle,General",No info,15,21
1914,Hearthstone: Heroes of Warcraft - Goblins Vs. Gnomes,PC,2014-12-08,84,6.1,BlizzardEntertainment,"Miscellaneous,Strategy,Turn-Based,Card Battle",No info,10,113
15416,Avatar: The Last Airbender,PSP,2006-10-10,57,6.1,TOSE,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,9,12
14799,007: NightFire,PC,2002-11-28,59,6.1,GearboxSoftware,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",1-32 ,14,47
15274,Cartoon Network: Punch Time Explosion,3DS,2011-06-02,58,6.1,"PapayaStudios,PapayaStudio","Action,Fighting,Fighting,3D,2D,3D",1 Player,16,29
10638,Ride 2,PlayStation4,2017-02-14,69,6.1,MilestoneS.r.l,"Racing,Simulation,Automobile",Up to 12 ,26,43
5271,"That Dragon, Cancer",PC,2016-01-11,78,6.1,NuminousGames,"General,Adventure,General",No Online Multiplayer,39,98
10548,Flame Over,PlayStationVita,2015-03-10,69,6.1,LaughingJackal,"Simulation,General,Action,Shooter,Shoot-'Em-Up,Top-Down",No info,16,21
16621,Generation Zero,XboxOne,2019-03-26,50,6.1,AvalancheStudios,"Action Adventure,Open-World",Up to 4 ,14,38
13120,The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,XboxOne,2017-05-30,64,6.1,TelltaleGames,"Adventure,Point-and-Click",No info,7,18
7506,Sonic the Hedgehog 4: Episode I,PlayStation3,2010-10-12,74,6.1,DimpsCorporation,"Action,General,Platformer,2D",No info,51,114
10561,The Fidelio Incident,PC,2017-05-23,69,6.1,"Act3Games,LLC","Adventure,3D,First-Person",No info,12,29
14123,The Grim Adventures of Billy & Mandy,Wii,2006-11-16,61,6.1,HighVoltageSoftware,"Action,Beat-'Em-Up,Beat-'Em-Up,Fighting,2D,3D",No Online Multiplayer,10,7
13819,TNA iMPACT!,Xbox360,2008-09-09,62,6.1,MidwayStudios-LosAngeles,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling",2  Online,44,20
14438,Super Cane Magic ZERO,Switch,2019-05-30,60,6.1,STUDIOEVIL,"Role-Playing,Japanese-Style",No Online Multiplayer,8,13
17072,Prison Break: The Conspiracy,PC,2010-03-30,47,6.1,ZootFly,"Adventure,General,General",No info,16,42
14825,NBA Live 16,PlayStation4,2015-09-29,59,6.1,EASports,"Sports,Team,Basketball,Sim",Up to 10 ,27,74
5274,Life is Strange 2: Episode 3 - Wastelands,PC,2019-05-09,78,6.1,DONTNODEntertainment,"Action Adventure,General",No Online Multiplayer,9,52
14467,Risen 2: Dark Waters,Xbox360,2012-07-31,60,6.1,PiranhaBytes,"Role-Playing,General,General",No info,18,65
16764,Marvel Super Hero Squad,Wii,2009-10-20,49,6.1,BlueTongueEntertainment,"Action,Adventure,General,General,Beat-'Em-Up,3D",No Online Multiplayer,16,18
4751,Sid Meier's Civilization: Beyond Earth - Rising Tide,PC,2015-10-09,79,6.1,FiraxisGames,"Strategy,Turn-Based,General,4X",No info,39,128
14744,SBK Superbike World Championship,PlayStation3,2009-03-10,59,6.1,MilestoneS.r.l,"Driving,Racing,Simulation,Motorcycle,Automobile,Street,Street",8  Online,7,8
12992,League of Evil,Switch,2017-08-31,64,6.1,RatalaikaGames,"Action,General,Platformer,2D",No Online Multiplayer,10,9
17619,Resident Evil: Survivor,PlayStation,2000-08-30,39,6.1,Capcom,"Action Adventure,Horror",1 Player,10,87
17193,Mushroom Men: Rise of the Fungi,DS,2008-12-02,45,6.1,RedFlyStudio,"Action Adventure,Fantasy,General,Fantasy",2  Online,16,8
13111,Nexuiz,Xbox360,2012-02-29,64,6.1,IllFonic,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Tactical,Arcade",No info,28,25
12306,Kingdom Hearts III - Re Mind,PlayStation4,2020-01-23,66,6.1,SquareEnix,"Role-Playing,Action RPG",No Online Multiplayer,34,191
10614,Fallout 76: Wastelanders,PC,2020-04-16,69,6.1,BethesdaGameStudios,"Role-Playing,Western-Style",No info,10,72
17175,Saw II: Flesh & Blood,PlayStation3,2010-10-19,45,6.1,ZombieStudios,"Action Adventure,Horror,Horror,Survival",No info,34,23
13117,NBA Live 06,Xbox360,2005-11-16,64,6.1,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",2  Online,35,18
5942,Stealth Inc 2: A Game of Clones,PC,2015-04-30,77,6.1,CurveDigital,"Action,Platformer,2D",No Online Multiplayer,9,10
15469,Sumioni: Demon Arts,PlayStationVita,2012-03-20,57,6.1,Acquire,"Role-Playing,General,General",No Online Multiplayer,21,14
12324,The Novelist,PC,2013-12-10,66,6.1,OrthogonalGames,"Miscellaneous,General,General",No info,23,40
12291,The Last Tinker: City of Colors,PlayStation4,2014-08-19,66,6.1,LOOTEntertainment,"Action,Platformer,3D",No info,19,54
12719,Rememoried,PC,2015-08-31,65,6.1,VladimirKudelka,"Adventure,3D,First-Person",No Online Multiplayer,8,8
11202,Nom Nom Galaxy,PC,2014-08-03,68,6.1,Q-Games,"Action,General",No info,7,9
16351,Hail to the Chimp,Xbox360,2008-07-02,52,6.1,WideloadGamesInc.,"Miscellaneous,Party,Party,Party / Minigame",Up to 4 ,23,7
14410,Power Rangers: Battle for the Grid,Switch,2019-03-26,61,6.1,nWay,"Action,Platformer,Fighting,2D",2 ,14,14
5737,Gary Grigsby's World at War,PC,2005-03-25,77,6.1,2By3Games,"Strategy,Turn-Based,Historic,Historic",5  Online,12,10
10052,007: Quantum of Solace,PC,2008-11-04,70,6.1,"Treyarch,Beenox","Action,General,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 12 ,18,64
2504,Hitman 2: Silent Assassin,GameCube,2003-06-19,83,6.1,IoInteractive,"Action Adventure,Modern",1 Player,17,12
13775,FIFA 06: Road to FIFA World Cup,Xbox360,2005-11-16,62,6.1,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",4  Online,39,34
8545,Overwatch,Switch,2019-10-15,73,6.1,BlizzardEntertainment,"Action,Shooter,First-Person,Tactical",Up to 12 ,48,131
5281,Dead Space 3,PC,2013-02-05,78,6.1,VisceralGames,"Action,Action Adventure,Shooter,Shooter,Linear,Third-Person,Sci-Fi,Sci-Fi",No info,16,1284
12866,Poi: Explorer Edition,Switch,2017-10-23,65,6.1,PolyKid,"Action,Platformer,3D",No Online Multiplayer,11,9
5968,Magic: Duels of the Planeswalkers 2014,PC,2013-06-26,77,6.1,StainlessGames,"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",No info,19,115
4813,Anomaly: Warzone Earth,Xbox360,2012-04-06,79,6.1,11bitstudios,"Strategy,Real-Time,General,Sci-Fi,General",No info,31,18
10709,Tower of Guns,PlayStation4,2015-04-10,69,6.1,TerriblePostureGames,"Sci-Fi,Action,Shooter,First-Person,Arcade",No info,15,100
11598,Sparkle Unleashed,Switch,2017-12-25,68,6.1,10tons,"Puzzle,Matching",No Online Multiplayer,9,7
15489,Soul Axiom,PC,2016-02-29,57,6.1,WalesInteractiveLtd.,"Sci-Fi,Adventure,3D,First-Person",No Online Multiplayer,18,10
17202,LA Cops,PC,2015-03-13,45,6.1,ModernDream,"Action,General,Shooter,Shoot-'Em-Up,Top-Down",No Online Multiplayer,17,16
11219,MySims Racing,Wii,2009-06-12,68,6.1,EAGames,"Driving,Racing,Arcade,Kart,Other,Kart,Automobile",4  Online,22,7
10705,Need for Speed: The Run,PC,2011-11-15,69,6.1,BlackBox,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No info,18,450
14815,Dust 514,PlayStation3,2013-05-14,59,6.1,CCP,"Role-Playing,First-Person,Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,31,221
10516,EA Sports UFC,PlayStation4,2014-06-17,70,6.1,EASports,"General,Sports,General,Individual,Combat,Boxing / Martial Arts",2 ,57,293
4634,"Pokemon: Let's Go, Pikachu!",Switch,2018-11-16,79,6.1,GameFreak,"Action RPG,Role-Playing,Trainer",Online Multiplayer,84,1619
13382,The Immortals of Terra: A Perry Rhodan Adventure,PC,2008-07-03,63,6.1,Braingame,"Adventure,3D,Sci-Fi,Sci-Fi,Third-Person",1 Player,16,14
16753,Those Who Remain,PlayStation4,2020-05-28,49,6.1,Camel101,"Adventure,3D,First-Person",No Online Multiplayer,27,41
14800,Legends of Wrestling II,PlayStation2,2002-11-26,59,6.1,Acclaim,"Action,Fighting,Wrestling",1-8 ,15,7
1563,Madden NFL 10,Xbox360,2009-08-14,85,6.1,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",2 ,58,94
15104,Marine Park Empire,PC,2005-09-22,58,6.1,EnlightSoftware,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",No info,10,7
2768,Project CARS 2,PlayStation4,2017-09-22,82,6.1,"BandaiNamcoGames,SlightlyMadStudios","Racing,Simulation,Automobile",Up to 16 ,44,189
13980,FlatOut 4: Total Insanity,PlayStation4,2017-03-17,62,6.1,"StrategyFirst,Kylotonn","Racing,Arcade,Automobile",,32,49
6181,Hotshot Racing,PlayStation4,2020-09-10,77,6.1,LuckyMountainGames,"Racing,Arcade,Automobile",Up to 8 ,10,8
11552,WWF Raw,Xbox,2002-02-11,68,6.1,Anchor,"Action,Fighting,Wrestling",1-4 ,33,16
12427,Just Dance 2016,XboxOne,2015-10-20,66,6.1,Ubisoft,"Action,Rhythm,Dancing",No info,10,18
15089,Front Mission Evolved,PlayStation3,2010-09-28,58,6.1,DoubleHelixGames,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",Up to 8 ,42,36
10181,The Golf Club,PC,2014-08-19,70,6.1,HBStudiosMultimedia,"Traditional,Sports,Individual,Golf,Sim",No info,11,58
2378,The Elder Scrolls Online: Summerset,PC,2018-05-21,83,6.1,ZeniMaxMedia,"Role-Playing,Massively Multiplayer",Massively Multiplayer,12,102
8051,The Swords of Ditto,PlayStation4,2018-04-24,74,6.1,OneBitBeyond,"Role-Playing,Action RPG",No Online Multiplayer,30,41
1851,Crash Team Racing: Nitro-Fueled,XboxOne,2019-06-21,84,6.1,Beenox,"Racing,Arcade,Automobile",Up to 8 ,18,164
14315,FaceBreaker K.O. Party,Wii,2008-11-11,61,6.1,EACanada,"Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts",No info,15,8
15085,Attractio,PlayStation4,2016-01-19,58,6.1,GameCoderStudios,"Puzzle,Action,General",No info,16,9
2189,Shift 2: Unleashed,PC,2011-03-29,84,6.1,SlightlyMadStudios,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No info,24,281
12824,Brave: The Video Game,Xbox360,2012-06-19,65,6.1,DisneyInteractiveStudios,"Action Adventure,Fantasy,General,Fantasy,Linear",No info,15,8
17629,Burnout Legends,DS,2005-11-29,38,6.1,VisualImpact,"Driving,Racing,Arcade,Arcade,Automobile",1-6 ,12,64
6961,Back to the Future: The Game - Episode I: It's About Time,PlayStation3,2011-02-15,75,6.1,TelltaleGames,"Action Adventure,Adventure,Sci-Fi,Sci-Fi,3D,Third-Person",1 Player,13,37
13454,WRC 3: FIA World Rally Championship,PlayStation3,2013-03-26,63,6.1,MilestoneS.r.l,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",Up to 16 ,16,17
15078,Front Mission Evolved,Xbox360,2010-09-28,58,6.1,DoubleHelixGames,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",Up to 8 ,52,28
3068,Shin Megami Tensei: Nocturne,PlayStation2,2004-10-12,82,6.1,AtlusCo.,"Role-Playing,Console-style RPG",1 Player,42,325
9578,The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,PC,2017-04-25,71,6.1,TelltaleGames,"Adventure,Point-and-Click",No info,30,48
15889,Crasher,PC,2011-01-28,55,6.1,PunchersImpact,"Simulation,Driving,Car Combat,Vehicle,Combat",No info,8,8
3087,Final Fantasy XIII,Xbox360,2010-03-09,82,6.1,SquareEnix,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",No Online Multiplayer,54,635
10969,Assassin's Creed Chronicles: China,PlayStation4,2015-04-21,69,6.1,"ClimaxGroup,ClimaxStudios","Historic,Action Adventure,General,Linear",No info,44,110
15845,Ghostbusters: The Video Game,DS,2009-06-16,55,6.1,ZenStudios,"Action,General,General",No Online Multiplayer,17,8
15838,Shrek 2,PC,2004-05-03,55,6.1,KnowWonder,"Action,Platformer,Platformer,3D,3D",1 Player,8,66
15772,Bloody Good Time,Xbox360,2010-10-28,55,6.1,Ubisoft,"Action,Shooter,Shooter,First-Person,Rail,Modern,Modern,Arcade",1 Player,18,10
10151,The Outer Worlds: Peril on Gorgon,PlayStation4,2020-09-09,70,6.1,ObsidianEntertainment,"Role-Playing,Western-Style",No info,15,19
11776,Shadowrun,PC,2007-05-29,67,6.1,FASAStudio,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",16  Online,30,37
